DEBUG: General     , 1671086602202> LoggerManager.init                  > Initializing...
DEBUG: Multiplayer , 1671090404761> 10,739,641> ItemTransactionManager.receiveOnClient> 2 [ 1153509481 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090411195> 10,746,074> ItemTransactionManager.receiveOnClient> 2 [ 1153509481 : 468645518 => -1 ]
DEBUG: Vehicle     , 1671090422744> 10,757,624> CarController.<init>                > Vehicle vid=240 type=Base.Van has been added at (8127.500000;11768.379883;0.353080) auth=vid:Base.Van(240) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090434662> 10,769,541> CarController.<init>                > Vehicle vid=223 type=Base.SmallCar has been added at (8310.179688;11641.500000;0.222950) auth=vid:Base.SmallCar(223) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090442161> 10,777,041> CarController.<init>                > Vehicle vid=240 type=Base.Van has been added at (8127.500000;11768.379883;0.353080) auth=vid:Base.Van(240) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1671090460311> 10,795,191> ItemTransactionManager.receiveOnClient> 2 [ 1943932673 : -1 => -1 ]
DEBUG: Vehicle     , 1671090488061> 10,822,941> CarController.<init>                > Vehicle vid=223 type=Base.SmallCar has been added at (8310.179688;11641.500000;0.222950) auth=vid:Base.SmallCar(223) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1671090505577> 10,840,457> ItemTransactionManager.receiveOnClient> 2 [ 1007005055 : -1 => -1 ]
LOG  : General     , 1671090516246> 10,851,126> Zombie: removing stale zombie 5000 id=18041
DEBUG: Vehicle     , 1671090520061> 10,854,941> CarController.<init>                > Vehicle vid=240 type=Base.Van has been added at (8127.500000;11768.379883;0.353080) auth=vid:Base.Van(240) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1671090524828> 10,859,707> ItemTransactionManager.receiveOnClient> 2 [ 413980876 : -1 => -1 ]
DEBUG: Multiplayer , 1671090526411> 10,861,291> ItemTransactionManager.receiveOnClient> 2 [ 667113499 : -1 => -1 ]
LOG  : General     , 1671090543411> 10,878,291> writing C:\Users\Administrator\Zomboid\Saves\Multiplayer\생존서버_player\InGameMap.ini
DEBUG: Vehicle     , 1671090546178> 10,881,058> CarController.<init>                > Vehicle vid=220 type=Base.SUV has been added at (8104.604492;11595.549805;0.382928) auth=vid:Base.SUV(220) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090560734> 10,895,613> CarController.<init>                > Vehicle vid=231 type=Base.Van has been added at (8171.500000;11564.379883;0.353080) auth=vid:Base.Van(231) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090560734> 10,895,614> CarController.<init>                > Vehicle vid=228 type=Base.SmallCar has been added at (8159.500000;11564.820313;0.222950) auth=vid:Base.SmallCar(228) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090560735> 10,895,614> CarController.<init>                > Vehicle vid=226 type=Base.SmallCar02 has been added at (8150.500000;11564.490234;0.283010) auth=vid:Base.SmallCar02(226) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090560736> 10,895,615> CarController.<init>                > Vehicle vid=230 type=Base.CarStationWagon2 has been added at (8153.500000;11564.110352;0.363090) auth=vid:Base.CarStationWagon2(230) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090560826> 10,895,706> CarController.<init>                > Vehicle vid=244 type=Base.CarLuxury has been added at (8220.500000;11560.660156;0.232960) auth=vid:Base.CarLuxury(244) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090562601> 10,897,481> CarController.<init>                > Vehicle vid=223 type=Base.SmallCar has been added at (8076.819824;11607.500000;0.222950) auth=vid:Base.SmallCar(223) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090562650> 10,897,529> CarController.<init>                > Vehicle vid=249 type=Base.CarStationWagon2 has been added at (8072.500000;11717.110352;0.363090) auth=vid:Base.CarStationWagon2(249) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090568479> 10,903,358> CarController.<init>                > Vehicle vid=252 type=Base.SmallCar02 has been added at (8076.490234;11551.500000;0.283010) auth=vid:Base.SmallCar02(252) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090569126> 10,904,006> CarController.<init>                > Vehicle vid=221 type=Base.ModernCar02 has been added at (8066.500000;11704.629883;0.333060) auth=vid:Base.ModernCar02(221) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090569158> 10,904,038> CarController.<init>                > Vehicle vid=250 type=Base.VanSpiffo has been added at (8066.500000;11717.379883;0.353080) auth=vid:Base.VanSpiffo(250) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090569159> 10,904,039> CarController.<init>                > Vehicle vid=253 type=Base.CarTaxi has been added at (8060.500000;11717.139648;0.363090) auth=vid:Base.CarTaxi(253) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090581495> 10,916,374> CarController.<init>                > Vehicle vid=222 type=Base.SmallCar has been added at (8055.819824;11613.500000;0.222950) auth=vid:Base.SmallCar(222) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090581496> 10,916,375> CarController.<init>                > Vehicle vid=251 type=Base.Van has been added at (8055.379883;11616.500000;0.353080) auth=vid:Base.Van(251) pid:(-1) auth=Server static=false active=false
WARN : Vehicle     , 1671090587420> 10,922,300> VehicleManager.clientPacket> Vehicle vid=241 not found
DEBUG: Vehicle     , 1671090587473> 10,922,352> CarController.<init>                > Vehicle vid=238 type=Base.VanSeats has been added at (8042.500000;11704.620117;0.323050) auth=vid:Base.VanSeats(238) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090588512> 10,923,392> CarController.<init>                > Vehicle vid=232 type=Base.SmallCar has been added at (8046.180176;11603.500000;0.222950) auth=vid:Base.SmallCar(232) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090588513> 10,923,393> CarController.<init>                > Vehicle vid=235 type=Base.CarNormal has been added at (8046.870117;11606.500000;0.333060) auth=vid:Base.CarNormal(235) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090588514> 10,923,394> CarController.<init>                > Vehicle vid=227 type=Base.VanSeats has been added at (8041.379883;11603.500000;0.323050) auth=vid:Base.VanSeats(227) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090594213> 10,929,093> CarController.<init>                > Vehicle vid=229 type=Base.StepVan has been added at (8032.620117;11601.500000;0.303030) auth=vid:Base.StepVan(229) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090627828> 10,962,708> CarController.<init>                > Vehicle vid=241 type=Base.CarStationWagon has been added at (8130.500000;11768.083008;0.298918) auth=vid:Base.CarStationWagon(241) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090627829> 10,962,709> CarController.<init>                > Vehicle vid=240 type=Base.Van has been added at (8127.500000;11768.379883;0.353080) auth=vid:Base.Van(240) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090633678> 10,968,558> CarController.<init>                > Vehicle vid=238 type=Base.VanSeats has been added at (8042.500000;11704.620117;0.323050) auth=vid:Base.VanSeats(238) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090633695> 10,968,574> CarController.<init>                > Vehicle vid=232 type=Base.SmallCar has been added at (8046.180176;11603.500000;0.222950) auth=vid:Base.SmallCar(232) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090633696> 10,968,575> CarController.<init>                > Vehicle vid=235 type=Base.CarNormal has been added at (8046.870117;11606.500000;0.333060) auth=vid:Base.CarNormal(235) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090633697> 10,968,576> CarController.<init>                > Vehicle vid=227 type=Base.VanSeats has been added at (8041.379883;11603.500000;0.323050) auth=vid:Base.VanSeats(227) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090644578> 10,979,458> CarController.<init>                > Vehicle vid=229 type=Base.StepVan has been added at (8032.620117;11601.500000;0.303030) auth=vid:Base.StepVan(229) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090649177> 10,984,057> CarController.<init>                > Vehicle vid=228 type=Base.SmallCar has been added at (8159.500000;11564.820313;0.222950) auth=vid:Base.SmallCar(228) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090649178> 10,984,058> CarController.<init>                > Vehicle vid=226 type=Base.SmallCar02 has been added at (8150.500000;11564.490234;0.283010) auth=vid:Base.SmallCar02(226) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090649179> 10,984,059> CarController.<init>                > Vehicle vid=230 type=Base.CarStationWagon2 has been added at (8153.500000;11564.110352;0.363090) auth=vid:Base.CarStationWagon2(230) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090649212> 10,984,092> CarController.<init>                > Vehicle vid=231 type=Base.Van has been added at (8171.500000;11564.379883;0.353080) auth=vid:Base.Van(231) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090661895> 10,996,774> CarController.<init>                > Vehicle vid=252 type=Base.SmallCar02 has been added at (8076.490234;11551.500000;0.283010) auth=vid:Base.SmallCar02(252) pid:(-1) auth=Server static=false active=false
WARN : Vehicle     , 1671090677294> 11,012,174> VehicleManager.clientPacket> Vehicle vid=240 not found
DEBUG: Vehicle     , 1671090681112> 11,015,991> CarController.<init>                > Vehicle vid=247 type=Base.CarTaxi has been added at (8076.140137;11548.500000;0.363090) auth=vid:Base.CarTaxi(247) pid:(-1) auth=Server static=false active=false
WARN : Vehicle     , 1671090703428> 11,038,307> VehicleManager.clientPacket> Vehicle vid=240 not found
DEBUG: Vehicle     , 1671090704361> 11,039,241> CarController.<init>                > Vehicle vid=252 type=Base.SmallCar02 has been added at (8076.490234;11551.500000;0.283010) auth=vid:Base.SmallCar02(252) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1671090706144> 11,041,024> ItemTransactionManager.receiveOnClient> 2 [ 1480718077 : -1 => -1 ]
WARN : Vehicle     , 1671090727311> 11,062,191> VehicleManager.clientPacket> Vehicle vid=241 not found
WARN : Vehicle     , 1671090731194> 11,066,074> VehicleManager.clientPacket> Vehicle vid=241 not found
DEBUG: Vehicle     , 1671090752194> 11,087,073> CarController.<init>                > Vehicle vid=252 type=Base.SmallCar02 has been added at (8076.490234;11551.500000;0.283010) auth=vid:Base.SmallCar02(252) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090757779> 11,092,659> CarController.<init>                > Vehicle vid=247 type=Base.CarTaxi has been added at (8076.140137;11548.500000;0.363090) auth=vid:Base.CarTaxi(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090757869> 11,092,749> CarController.<init>                > Vehicle vid=255 type=Base.CarNormalSmashedRight has been added at (8026.000488;11545.000977;0.333060) auth=vid:Base.CarNormalSmashedRight(255) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1671090800161> 11,135,041> ItemTransactionManager.receiveOnClient> 2 [ 1495916062 : -1 => -1 ]
DEBUG: Vehicle     , 1671090817566> 11,152,446> CarController.<init>                > Vehicle vid=234 type=Base.CarTaxi2 has been added at (8076.140137;11530.500000;0.363090) auth=vid:Base.CarTaxi2(234) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090817567> 11,152,447> CarController.<init>                > Vehicle vid=224 type=Base.CarNormal has been added at (8076.129883;11533.500000;0.333060) auth=vid:Base.CarNormal(224) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1671090829311> 11,164,191> null
DEBUG: Multiplayer , 1671090843161> 11,178,041> ItemTransactionManager.receiveOnClient> 2 [ 1160723121 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090843362> 11,178,242> ItemTransactionManager.receiveOnClient> 2 [ 1926571570 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090848094> 11,182,974> ItemTransactionManager.receiveOnClient> 2 [ 1605360834 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090848194> 11,183,074> ItemTransactionManager.receiveOnClient> 2 [ 221146965 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090848311> 11,183,191> ItemTransactionManager.receiveOnClient> 2 [ 134899093 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090848428> 11,183,308> ItemTransactionManager.receiveOnClient> 2 [ 1418606518 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090853928> 11,188,808> ItemTransactionManager.receiveOnClient> 2 [ 1036412455 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090854027> 11,188,908> ItemTransactionManager.receiveOnClient> 2 [ 677285048 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090860111> 11,194,991> ItemTransactionManager.receiveOnClient> 2 [ 1874550899 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090860628> 11,195,508> ItemTransactionManager.receiveOnClient> 2 [ 755428567 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090861161> 11,196,041> ItemTransactionManager.receiveOnClient> 2 [ 1302048846 : -1 => 468645518 ]
DEBUG: Vehicle     , 1671090865845> 11,200,725> CarController.<init>                > Vehicle vid=233 type=Base.CarTaxi has been added at (8076.140137;11527.500000;0.363090) auth=vid:Base.CarTaxi(233) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1671090874127> 11,209,008> ItemTransactionManager.receiveOnClient> 2 [ 1116728325 : -1 => 468645518 ]
LOG  : General     , 1671090874262> 11,209,142> Updated MoonPhase = Waning gibbous, float = 0.75, int = 5
DEBUG: Multiplayer , 1671090874328> 11,209,208> ItemTransactionManager.receiveOnClient> 2 [ 589756001 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090874544> 11,209,424> ItemTransactionManager.receiveOnClient> 2 [ 405999977 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090874761> 11,209,641> ItemTransactionManager.receiveOnClient> 2 [ 1693106530 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090874978> 11,209,858> ItemTransactionManager.receiveOnClient> 2 [ 1786193559 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090875194> 11,210,074> ItemTransactionManager.receiveOnClient> 2 [ 1622859181 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090875727> 11,210,608> ItemTransactionManager.receiveOnClient> 2 [ 1965122098 : -1 => 468645518 ]
DEBUG: Vehicle     , 1671090880028> 11,214,908> CarController.<init>                > Vehicle vid=249 type=Base.CarStationWagon2 has been added at (8072.500000;11717.110352;0.363090) auth=vid:Base.CarStationWagon2(249) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090880029> 11,214,909> CarController.<init>                > Vehicle vid=250 type=Base.VanSpiffo has been added at (8066.500000;11717.379883;0.353080) auth=vid:Base.VanSpiffo(250) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1671090880031> 11,214,912> CarController.<init>                > Vehicle vid=253 type=Base.CarTaxi has been added at (8060.500000;11717.139648;0.363090) auth=vid:Base.CarTaxi(253) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1671090889428> 11,224,308> ItemTransactionManager.receiveOnClient> 2 [ 22425905 : -1 => -1 ]
DEBUG: Multiplayer , 1671090892344> 11,227,224> ItemTransactionManager.receiveOnClient> 2 [ 399146521 : -1 => 468645518 ]
DEBUG: Multiplayer , 1671090900994> 11,235,874> ItemTransactionManager.receiveOnClient> 2 [ 481312614 : -1 => -1 ]
DEBUG: Multiplayer , 1671090904628> 11,239,508> ItemTransactionManager.receiveOnClient> 2 [ 665648785 : -1 => -1 ]
